index,period_bin,radius_bin,period,radius_earth,t0,b,rp_rs,a_rs,duration,u1,u2,recovered,match,n_transits_in_data,found_period,found_t0,found_depth,found_sde,found_snr,found_detected,found_brightening_ratio,n_detections,n_skipped_variability,skipped_variability_at_period,runtime_s
844,2,3,1.82429378414774,2.07365732072767,1326.4289583000589,0.7289331992065441,0.02694830496787797,8.019249760713235,0.05267144153704223,0.4,0.2,True,exact,27,1.824355968185254,1353.7932878811541,0.0006526797962008724,16.545834447598768,39.55344039155385,True,0.10969811348485992,1,0,False,13.075607561000652
845,2,3,1.8848440657767231,2.0497814444764817,1326.9474283247175,0.17179448861772864,0.02663802496733933,8.19572741005309,0.07430093476428151,0.4,0.2,True,exact,27,1.884874460755149,1353.3350059131142,0.0007519726084840306,14.961213614678986,52.49675327893807,True,0.08323812199426253,1,0,False,13.046363313002075
846,2,3,1.8104230765552947,1.970682180787654,1325.8736601838652,0.5715387077415734,0.025610087005114635,7.978549406999023,0.061786067352443484,0.4,0.2,True,exact,30,1.8104155243986082,1354.8395837279197,0.0006354076405228337,15.252133119015934,42.94851268735221,True,0.0756936823406004,1,0,False,13.11454453099941
847,2,3,1.378082322398987,2.2368938843600565,1325.8974417162592,0.7465382367497049,0.02906965291418683,6.6515163370781005,0.047097626049149445,0.4,0.2,True,exact,39,1.3780907081249623,1354.8368636456662,0.0007218701529517757,18.08582251525875,51.07020935040503,True,0.06433249527264288,1,0,False,13.002623495998705
848,2,3,1.777289573964007,2.2936972673576137,1325.793601946702,0.1500304157142391,0.029807843777703364,7.880903621844459,0.07335441929649753,0.4,0.2,True,exact,30,1.777290537027759,1354.230287054986,0.000928025938432997,14.86685604986701,64.02530550971174,True,0.044846080662551975,1,0,False,12.72446186900197
849,2,3,1.5534532999225017,1.7500251677091558,1325.6083065024739,0.43600774988938423,0.022742529081101533,7.204480810327337,0.0637909552680112,0.4,0.2,True,exact,34,1.5535057466706639,1353.570413777614,0.0005227405360197501,15.246856702361853,36.76442810463951,True,0.10034471805310671,1,0,False,13.162558601998171
850,2,3,1.796140810731317,1.7786868919737615,1326.0499689246801,0.41183545728934295,0.023115003780111484,7.936532665673141,0.06771727791511756,0.4,0.2,True,exact,29,1.796115642281431,1354.788519989045,0.0005395073934710837,14.956890870440171,39.283842890262086,True,0.06913200845456709,1,1,False,12.981898747999367
851,2,3,1.4871127205765071,2.2614268587295667,1326.2453120230984,0.378105563996413,0.02938847226223933,6.997879823624685,0.0650637172759303,0.4,0.2,True,exact,36,1.4870770747121067,1354.500446632072,0.0008946383365769917,15.846078279196524,65.76471927353853,True,0.05343779240843157,1,0,False,13.090374604002136
852,2,3,1.4164710316553395,2.2384647729714233,1326.4767160898011,0.4653251832001905,0.02909006746626664,6.774475643937436,0.06142397578394445,0.4,0.2,True,exact,36,1.416438061318818,1354.8055377097517,0.0008407406576753651,15.997150369627951,62.31908668363709,True,0.06237864443838177,1,0,False,12.603883414998563
853,2,3,1.3620952100690191,2.066736740017433,1326.488252768504,0.5615452297351093,0.026858368256701005,6.5999735955248955,0.0568448461631471,0.4,0.2,True,exact,37,1.36203087278401,1353.730414772389,0.0007310994252801573,15.99198104458184,53.684090752803165,True,0.06879445849527852,1,0,False,13.337415931997384
854,2,3,1.3225530348245895,1.958992555227526,1326.4945024672854,0.7630134208751859,0.02545817396171743,6.471614189223048,0.04496518168779229,0.4,0.2,True,exact,39,1.3226054728423946,1354.2677674547324,0.000557212775815219,16.86672559000036,38.770242531241266,True,0.09013627548531913,1,0,False,13.256284087001404
855,2,3,1.3121443435879552,1.7814720428990363,1325.3749458930956,0.39095311095314306,0.02315119833152827,6.437614443015974,0.06168168218588443,0.4,0.2,True,exact,39,1.3121424355341185,1354.2420220442925,0.0005879939896690223,15.130671880677404,46.752292554021295,True,0.08745005305904217,1,0,False,12.824536543997965
856,2,3,1.9321851932823992,2.0206568083090115,1326.8532588668081,0.8503113994572946,0.026259534476324134,8.332392526806226,0.04267029732046427,0.4,0.2,True,exact,25,1.9321379485667791,1353.903921304977,0.0005530872599249781,15.707601454677219,29.94847840121297,True,0.14934321550869242,1,0,False,13.070703065000998
857,2,3,1.691800047386541,2.3241863719211078,1326.0891362576444,0.28088702557601625,0.03020406627780586,7.6261131166708,0.07023797492276872,0.4,0.2,True,exact,32,1.691778835325762,1354.84997241308,0.0009928889923306317,14.17683425208446,71.31088782386217,True,0.04406471027616407,1,0,False,12.774072113999864
858,2,3,1.9938743960616132,1.7474369843692366,1325.7571506489282,0.5756724000790938,0.022708894230608276,8.508815078437157,0.06330048381145045,0.4,0.2,True,exact,25,1.9938168576221864,1353.6711369692525,0.000534717380668237,14.908457862074515,33.946735401059506,True,0.10263228483560838,1,0,False,13.233522788999835
